ProductId, CodeName, Description, Category, Color, ProductionDate
165, eltoo, NA, 3, Yellow, 5/25/2018
166, seobo, NA, 4, Green, 12/6/2008
167, aywcb, NA, 3, Red, 10/23/2003
168, rsrtb, NA, 5, Red, 10/16/2006
169, momqm, NA, 1, Yellow, 10/29/2011
170, jabuc, NA, 4, Yellow, 1/15/2017
171, idhiu, NA, 1, Green, 2/9/2006
172, hxwvh, NA, 5, Blue, 7/7/1998
173, pkozb, NA, 2, Yellow, 6/30/2006
174, khsah, NA, 2, Green, 1/14/2004
175, tqkyf, NA, 4, Yellow, 1/15/2001
176, crjov, NA, 1, Blue, 8/27/2012
177, jvfsi, NA, 2, Blue, 1/1/1995
178, dxxnt, NA, 5, Green, 5/13/2006
179, ebcqs, NA, 5, Yellow, 10/14/2012
180, bmxkc, NA, 2, Red, 11/1/2005
181, ymrle, NA, 4, Yellow, 4/5/1996
182, sovhi, NA, 4, Blue, 12/7/2014
183, dkktp, NA, 4, Blue, 6/30/2012
184, vwqvc, NA, 4, Yellow, 3/22/2008
185, jfpgu, NA, 4, Green, 11/19/1996
186, qjxew, NA, 1, Green, 4/24/2013
187, ehgrb, NA, 2, Red, 2/5/2015
188, zaqhk, NA, 2, Red, 6/5/2010
189, uexcf, NA, 1, Yellow, 10/30/1996
190, qgcgu, NA, 1, Green, 7/30/2003
191, vjrvg, NA, 1, Green, 12/5/1996
192, djhtl, NA, 3, Yellow, 10/9/2006
193, ssjsv, NA, 1, Yellow, 10/26/2017
194, lfbus, NA, 1, Red, 11/1/2015
195, gombz, NA, 4, Blue, 7/14/2015
196, nizwu, NA, 4, Green, 10/14/1996
197, ocobz, NA, 1, Yellow, 5/18/1996
198, iojba, NA, 5, Blue, 4/9/2016
199, xqnwa, NA, 2, Green, 2/15/2011
200, urfmy, NA, 5, Red, 2/7/2000
201, pwfph, NA, 2, Blue, 6/6/2004
202, hotkl, NA, 1, Yellow, 7/28/2016
203, mrydo, NA, 4, Yellow, 6/2/2013
204, bqghw, NA, 5, Red, 2/14/2014
205, gameq, NA, 1, Green, 4/5/2002
206, zipmx, NA, 3, Green, 8/31/2010
207, anagg, NA, 5, Blue, 11/4/1998
208, shnqc, NA, 5, Green, 6/6/2004
209, oqelk, NA, 3, Blue, 10/7/2007
210, skege, NA, 1, Red, 5/10/2012
211, fihit, NA, 3, Red, 5/6/2013
212, fqliu, NA, 1, Green, 7/15/2003
213, zbxgm, NA, 4, Blue, 1/4/1995
214, mwowz, NA, 3, Yellow, 1/11/2009
215, hbluc, NA, 1, Yellow, 11/12/2019
216, ubgtb, NA, 5, Green, 6/9/2012
217, aogcu, NA, 2, Blue, 8/29/2013
218, uuvxe, NA, 2, Green, 10/23/2019
219, ylbsx, NA, 4, Red, 7/26/2010
220, gcmkt, NA, 5, Yellow, 4/5/2014
221, lewkh, NA, 4, Blue, 5/20/2009
222, cgahe, NA, 3, Red, 3/1/2017
223, zpvqr, NA, 4, Yellow, 1/1/2012
224, bhwsh, NA, 2, Blue, 7/10/2009
225, jblzd, NA, 1, Blue, 4/2/2012
226, fmqrq, NA, 2, Blue, 5/17/2000
227, lrldy, NA, 2, Green, 1/16/2015
228, tmjas, NA, 4, Red, 11/5/2007
229, uzxcl, NA, 3, Blue, 11/12/2010
230, hmkeb, NA, 2, Yellow, 9/7/2014
231, mmgqd, NA, 5, Green, 8/18/2002
232, xrgri, NA, 3, Red, 3/23/2003
233, gcwqh, NA, 4, Yellow, 12/19/2012
234, aewmk, NA, 5, Green, 3/10/2019
235, snogg, NA, 5, Yellow, 1/2/2011
236, yjeuj, NA, 3, Blue, 3/21/2019
237, vsxyx, NA, 5, Green, 3/22/1998
238, olpzl, NA, 4, Yellow, 8/11/2009
239, yiyvu, NA, 5, Red, 5/25/2004
240, tksyn, NA, 3, Blue, 7/17/1998
241, fyqsb, NA, 1, Blue, 10/5/2013
242, zusvb, NA, 3, Red, 1/14/2004
243, egvba, NA, 2, Red, 10/28/1997
244, gifnl, NA, 3, Red, 3/30/2010
245, aotny, NA, 3, Red, 9/19/2006
246, hjwzr, NA, 2, Green, 6/27/2010
247, jjthi, NA, 2, Yellow, 4/6/2004
248, uelso, NA, 1, Red, 1/15/2008
249, phvmp, NA, 2, Red, 4/22/2008
250, ipuqg, NA, 4, Blue, 5/5/1999
251, uvecw, NA, 4, Green, 7/17/2017
252, nrtta, NA, 4, Red, 4/12/1999
253, fnkkv, NA, 4, Yellow, 9/4/1996
254, yaysp, NA, 5, Green, 10/8/2004
255, kuytj, NA, 3, Green, 11/18/1996
256, fezyu, NA, 4, Blue, 1/26/2011
257, yaktu, NA, 1, Yellow, 10/27/2004
258, aidvy, NA, 4, Green, 6/21/2004
259, udjgf, NA, 1, Red, 9/16/2017
260, areqc, NA, 1, Blue, 4/11/2016
261, jutoz, NA, 2, Red, 6/14/1997
262, ygsay, NA, 1, Green, 3/11/2011
263, dvdqh, NA, 5, Yellow, 10/15/2005
264, qhtcf, NA, 1, Green, 1/7/2000
265, hvmeq, NA, 1, Yellow, 3/17/2007
266, iihze, NA, 4, Red, 8/26/2003
267, yjmhs, NA, 2, Red, 5/4/2004
268, vsxsj, NA, 5, Red, 8/19/2012
269, rotde, NA, 4, Green, 9/4/2009
270, rlizd, NA, 4, Red, 7/26/2019
271, cjdvs, NA, 2, Green, 1/12/2003
272, upiyp, NA, 5, Blue, 8/26/2006
273, nniqp, NA, 4, Blue, 6/19/1996
274, ewphb, NA, 2, Red, 3/7/1996
275, vppzo, NA, 5, Green, 11/2/2018
276, duiph, NA, 2, Red, 6/17/2001
277, crlpr, NA, 2, Red, 1/19/2001
278, eurvs, NA, 1, Yellow, 3/5/1999
279, vmczw, NA, 4, Green, 2/19/2004
280, mzmvt, NA, 3, Red, 7/12/2010
281, ukejq, NA, 5, Red, 11/27/1998
282, yputh, NA, 3, Red, 3/19/2000
283, youue, NA, 5, Yellow, 6/23/1997
284, pwdst, NA, 4, Blue, 9/27/2016
285, stbiz, NA, 3, Blue, 4/2/2007
286, hmaho, NA, 4, Red, 10/20/2002
287, jowew, NA, 2, Blue, 1/12/2002
288, bmtta, NA, 4, Yellow, 12/19/2006
289, hgbne, NA, 1, Green, 7/25/2002
290, ldnrb, NA, 3, Green, 6/17/1996
291, owifz, NA, 2, Red, 4/17/1998
292, ajgns, NA, 3, Yellow, 7/10/2004
293, qzzhg, NA, 5, Yellow, 11/1/2013
294, olttu, NA, 1, Red, 10/9/1996
295, hmeed, NA, 1, Yellow, 4/6/2011
296, oqnub, NA, 1, Red, 4/7/2006
297, msacb, NA, 1, Yellow, 5/16/2016
298, tgqok, NA, 5, Red, 2/1/2019
299, sgfge, NA, 5, Yellow, 10/26/2006
300, xvtqg, NA, 5, Yellow, 8/27/2002
301, ssgba, NA, 1, Red, 4/26/2008
302, ljkwa, NA, 3, Green, 4/11/2007
303, zpbvg, NA, 3, Green, 5/25/2006
304, bbefc, NA, 1, Green, 10/13/2004
305, gnwss, NA, 3, Yellow, 8/10/2009
306, huvvb, NA, 1, Green, 6/2/2014
307, cerqg, NA, 3, Green, 8/21/1999
308, vfazj, NA, 2, Green, 2/27/2013
309, uyqnq, NA, 1, Blue, 5/25/1996
310, rwnlq, NA, 2, Green, 12/24/1995
311, ctdys, NA, 2, Green, 2/3/2018
312, ppwno, NA, 1, Red, 7/19/2017
313, luade, NA, 3, Green, 10/30/2005
314, hhzjr, NA, 1, Green, 12/4/2005
315, huxpp, NA, 5, Yellow, 4/22/2004
316, tnxbf, NA, 5, Blue, 1/1/2004
317, byzwa, NA, 4, Green, 3/18/2015
318, zcrky, NA, 4, Red, 6/20/2016
319, zbfuz, NA, 1, Blue, 11/23/2000
320, ldkqn, NA, 1, Green, 4/8/2013
321, meisl, NA, 5, Green, 5/14/2014
322, rgqns, NA, 3, Green, 7/15/2017
323, dtbdd, NA, 5, Green, 12/3/1995
324, zxkxk, NA, 5, Green, 8/23/2006
325, gsyuo, NA, 2, Red, 8/30/2012
326, htctp, NA, 1, Yellow, 5/10/2006
327, fnnur, NA, 3, Blue, 4/14/2012
328, knsnk, NA, 3, Green, 1/14/2017
329, djgzz, NA, 2, Red, 6/12/1998
330, axwky, NA, 3, Blue, 4/12/1996
331, ovrxy, NA, 3, Red, 7/1/2003
332, ynjbz, NA, 3, Yellow, 5/21/2000
333, rxpgf, NA, 2, Green, 8/2/2004
334, fcuuv, NA, 1, Yellow, 8/2/2004
335, iezof, NA, 2, Yellow, 2/2/1999
336, uralt, NA, 4, Red, 9/27/2001
337, cmsal, NA, 4, Blue, 12/7/2018
338, gorwo, NA, 1, Blue, 4/9/2015
339, zatvg, NA, 3, Yellow, 12/3/2000
340, rulnj, NA, 3, Red, 5/22/1998
341, rzrjr, NA, 5, Blue, 2/15/2007
342, vuiqm, NA, 2, Green, 7/13/2004
343, ymmtn, NA, 5, Red, 9/23/2009
344, hfjrn, NA, 5, Yellow, 12/24/2014
345, gteod, NA, 1, Green, 12/9/2003
346, dkzlx, NA, 3, Green, 3/19/2008
347, olowr, NA, 2, Red, 3/7/2009
348, lvcmd, NA, 1, Blue, 1/13/2001
349, zfksf, NA, 1, Green, 9/1/2011
350, pyqdp, NA, 3, Green, 11/12/1996
351, dccbf, NA, 4, Green, 9/24/2018
352, jcchh, NA, 4, Blue, 4/17/2005
353, oymrd, NA, 5, Blue, 12/16/2002
354, pzhsy, NA, 5, Red, 5/27/2001
355, xiiae, NA, 2, Blue, 11/8/2013
356, usjco, NA, 1, Green, 2/2/2009
357, otprp, NA, 1, Blue, 3/24/2001
358, aemgr, NA, 5, Yellow, 11/14/2012
359, qsjyc, NA, 1, Yellow, 3/11/2004
360, dmxly, NA, 5, Yellow, 1/7/2019
361, rcder, NA, 1, Blue, 10/28/2014
362, smzzh, NA, 4, Green, 4/1/2009
363, yhmve, NA, 1, Blue, 3/9/2004
364, auodj, NA, 2, Red, 3/23/1999
365, wlpop, NA, 1, Green, 10/26/2008
366, xsgpj, NA, 5, Blue, 1/1/2014
367, dvmrm, NA, 3, Yellow, 3/5/2007
368, ayexg, NA, 2, Green, 11/27/2011
369, pycwz, NA, 3, Blue, 4/22/2014
370, wrxld, NA, 2, Yellow, 6/20/2007
371, gazor, NA, 2, Green, 7/3/2000
372, ohoqk, NA, 2, Yellow, 11/12/2007
373, lrzlr, NA, 2, Yellow, 3/14/2011
374, hcuuo, NA, 2, Yellow, 12/24/2004
375, cxqfr, NA, 3, Red, 5/20/2013
376, ithsf, NA, 2, Green, 6/30/2016
377, craln, NA, 2, Red, 7/15/2004
378, mqgpk, NA, 4, Yellow, 6/28/2014
379, dbnmw, NA, 1, Green, 2/13/2004
380, vpcyj, NA, 4, Yellow, 11/13/2015
381, clsxk, NA, 3, Red, 12/18/2012
382, hatam, NA, 4, Green, 12/22/2001
383, ycpei, NA, 3, Green, 2/22/2008
384, dipyh, NA, 4, Blue, 9/18/2011
385, nunzb, NA, 4, Red, 9/22/2017
386, buewp, NA, 2, Green, 1/2/2008
387, pnagg, NA, 3, Red, 9/9/2018
388, zaubc, NA, 3, Red, 3/3/1996
389, udnru, NA, 4, Blue, 11/24/2019
390, ifdoj, NA, 1, Yellow, 6/24/2010
391, cbitr, NA, 3, Red, 1/27/1995
392, syzbd, NA, 3, Blue, 12/10/2012
393, jobma, NA, 1, Blue, 1/2/2008
394, azxbv, NA, 4, Green, 2/3/2009
395, xeybs, NA, 2, Red, 4/3/2012
396, tyzva, NA, 4, Green, 12/13/2005
397, xdevo, NA, 4, Green, 8/26/2010
398, hssrc, NA, 3, Yellow, 7/5/2003
399, tqezt, NA, 1, Yellow, 3/29/2001
400, phtbn, NA, 4, Blue, 3/31/2018
401, cidsj, NA, 3, Yellow, 10/26/2004
402, pjtaz, NA, 2, Green, 11/15/2001
403, fwcjh, NA, 3, Yellow, 9/7/2017
404, vnggx, NA, 4, Green, 7/3/2008
405, cdpuf, NA, 2, Red, 8/30/1995
406, vxjkn, NA, 2, Green, 1/19/2002
407, pivrv, NA, 2, Yellow, 6/29/2000
408, mmwwe, NA, 1, Blue, 8/11/2008
409, ijxws, NA, 1, Blue, 12/30/2017
410, ctojn, NA, 1, Red, 5/12/2006
411, vyros, NA, 3, Red, 3/27/2004
412, ujhtd, NA, 5, Yellow, 6/6/2017
413, nibdk, NA, 2, Red, 8/17/2015
414, dqpcr, NA, 4, Yellow, 8/5/2018
415, iiagx, NA, 1, Yellow, 11/14/2014
416, vabiq, NA, 5, Blue, 4/20/2006
417, ohvek, NA, 2, Red, 3/1/1995
418, izlbu, NA, 1, Red, 9/28/2005
419, shkux, NA, 5, Red, 8/17/2018
420, adhku, NA, 4, Blue, 3/23/2002
421, pjnjc, NA, 4, Red, 11/15/2006
422, ezxxj, NA, 2, Yellow, 11/29/2001
423, ufpia, NA, 3, Red, 12/20/2000
424, xcehs, NA, 4, Blue, 1/12/2014
425, ytlkx, NA, 1, Red, 3/26/2016
426, rcqxa, NA, 2, Yellow, 3/23/2007
427, ywqor, NA, 4, Blue, 11/22/2012
428, bxmzh, NA, 2, Yellow, 9/19/2003
429, twzpv, NA, 3, Yellow, 8/6/2013
430, ljryq, NA, 5, Yellow, 4/1/2005
431, tlivd, NA, 3, Yellow, 8/21/2011
432, dcizj, NA, 2, Blue, 9/5/2013
433, mfden, NA, 2, Green, 5/14/2014
434, jsdib, NA, 2, Green, 8/22/2012
435, icgva, NA, 4, Yellow, 5/13/2014
436, ntmtk, NA, 1, Blue, 4/12/2008
437, kjlkg, NA, 4, Yellow, 5/26/2005
438, ocllo, NA, 5, Green, 6/7/1995
439, irqhm, NA, 3, Red, 10/24/1997
440, ybquh, NA, 4, Blue, 3/1/1999
441, dkxsh, NA, 5, Green, 2/28/2003
442, fhhyi, NA, 5, Blue, 9/6/2015
443, pbksx, NA, 3, Yellow, 7/4/2001
444, bsmfu, NA, 2, Red, 8/8/1997
445, hqhdc, NA, 2, Yellow, 8/31/2006
446, hscev, NA, 1, Red, 10/8/2003
447, ncegu, NA, 1, Blue, 1/17/1997
448, fpqov, NA, 5, Green, 6/25/1999
449, qxqso, NA, 1, Red, 12/24/2004
450, yjlee, NA, 1, Blue, 12/1/1995
451, ikrrx, NA, 4, Blue, 6/15/2005
452, rkynv, NA, 2, Yellow, 7/26/2009
453, pznys, NA, 1, Red, 8/22/2012
454, sbikq, NA, 1, Yellow, 12/13/2013
455, dxglm, NA, 1, Yellow, 12/29/2005
456, hkadm, NA, 2, Red, 8/9/2017
457, fipen, NA, 2, Blue, 1/8/2008
458, vozwc, NA, 4, Green, 5/9/2000
459, rujyj, NA, 5, Yellow, 4/30/2013
460, uhris, NA, 1, Yellow, 5/24/2005
461, uzfie, NA, 4, Yellow, 12/31/2007
462, xqpxl, NA, 4, Yellow, 4/3/2003
463, vclro, NA, 1, Red, 4/7/2003
464, slkfw, NA, 3, Green, 12/27/2011
465, xfbda, NA, 3, Green, 11/3/2000
466, dtasd, NA, 1, Green, 5/19/2012
467, epmqz, NA, 3, Yellow, 2/21/2019
468, ztqsd, NA, 3, Red, 12/13/2005
469, seagh, NA, 2, Green, 5/11/2019
470, ihouh, NA, 4, Red, 11/17/2001
471, txagf, NA, 5, Blue, 3/30/2002
472, ypehp, NA, 5, Blue, 1/14/1996
473, zvzyr, NA, 4, Red, 3/25/2006
474, owhrk, NA, 1, Red, 4/10/2006
475, kqyfk, NA, 4, Red, 11/7/2007
476, sbhrv, NA, 3, Red, 3/7/2014
477, gwumh, NA, 2, Red, 8/1/2004
478, svrja, NA, 2, Blue, 6/22/2014
479, lmwzc, NA, 3, Yellow, 3/11/2015
480, uofpe, NA, 3, Blue, 9/17/2007
481, waknq, NA, 4, Blue, 11/26/2011
482, iqmov, NA, 1, Blue, 8/5/2011
483, nugix, NA, 5, Blue, 1/29/1996
484, pirse, NA, 3, Red, 5/24/2012
485, lxmzj, NA, 2, Red, 4/6/1995
486, bvqli, NA, 4, Green, 12/17/2012
487, dhckg, NA, 1, Yellow, 3/20/1996
488, uzyiz, NA, 5, Green, 6/3/2012
489, nhcye, NA, 4, Green, 10/4/2005
490, xnhbk, NA, 3, Yellow, 4/10/2014
491, ropxq, NA, 5, Red, 8/5/2013
492, arfkc, NA, 3, Green, 4/25/2008
493, zaxap, NA, 2, Green, 5/20/2012
494, romtt, NA, 4, Green, 9/27/2015
495, vbqld, NA, 1, Blue, 10/23/2018
496, isymg, NA, 4, Red, 5/8/1999
497, tybjw, NA, 2, Blue, 11/17/1997
498, pwfbh, NA, 5, Blue, 6/16/2000
499, geoax, NA, 1, Yellow, 3/31/2003
500, adrxt, NA, 1, Red, 6/29/2006
501, cczvt, NA, 3, Blue, 11/4/1995
502, uqvgt, NA, 4, Red, 6/2/2018
503, bufbp, NA, 1, Blue, 2/26/2005
504, rajsl, NA, 3, Blue, 8/24/2003
505, kryeg, NA, 1, Red, 1/14/2015
506, awggn, NA, 2, Blue, 1/18/1995
507, qowzg, NA, 1, Blue, 12/31/2004
508, podtr, NA, 4, Green, 3/16/2006
509, krvbz, NA, 3, Blue, 8/18/2002
510, jzbte, NA, 2, Green, 8/30/2000
511, thbwm, NA, 4, Green, 2/26/2001
512, ugprr, NA, 1, Green, 8/5/2011
513, puvve, NA, 3, Yellow, 8/22/2000
514, sppgi, NA, 2, Red, 8/23/1999
515, qlzkk, NA, 2, Yellow, 11/11/2005
516, uvhts, NA, 1, Green, 2/25/2000
517, lndjj, NA, 4, Yellow, 2/12/1997
518, fsdxq, NA, 3, Yellow, 7/18/2011
519, sfafr, NA, 3, Yellow, 4/24/1999
520, wrbjy, NA, 1, Red, 5/13/2003
521, axvva, NA, 3, Yellow, 7/26/1999
522, ymerh, NA, 3, Green, 4/29/1996
523, dsbne, NA, 1, Yellow, 9/2/2004
524, iansa, NA, 2, Red, 6/3/1998
525, crxsw, NA, 5, Yellow, 11/13/2015
526, flgfz, NA, 3, Yellow, 8/2/2007
527, dyggh, NA, 5, Green, 9/1/1997
528, womar, NA, 4, Blue, 3/9/2002
529, xioqe, NA, 5, Yellow, 2/27/2015
530, dnhsd, NA, 2, Blue, 5/15/2015
531, dsobx, NA, 5, Blue, 7/10/2003
532, jhvhi, NA, 5, Yellow, 2/9/2008
533, yliry, NA, 5, Green, 10/22/2000
534, syctu, NA, 2, Yellow, 7/21/2009
535, hrwzt, NA, 1, Blue, 6/11/2006
536, tohxz, NA, 3, Green, 11/19/2018
537, sjurm, NA, 4, Green, 4/19/2010
538, bfjzg, NA, 5, Green, 7/22/2015
539, uuarq, NA, 4, Red, 6/18/2016
540, ouxjy, NA, 3, Red, 10/19/2013
541, zmblu, NA, 4, Blue, 4/14/2015
542, uyxnc, NA, 4, Yellow, 5/21/2018
543, kncfy, NA, 5, Blue, 12/23/2001
544, eidss, NA, 5, Green, 1/20/2008
545, wqzuu, NA, 2, Green, 9/6/2013
546, fixsy, NA, 5, Green, 1/1/2012
547, mzzlr, NA, 4, Blue, 3/22/1999
548, mfglr, NA, 4, Green, 12/19/2015
549, aprly, NA, 2, Green, 6/26/2007
550, ndzpj, NA, 4, Red, 11/25/2001
551, yngso, NA, 3, Green, 6/22/2007
552, whhom, NA, 4, Yellow, 3/25/2008
553, jrsia, NA, 2, Blue, 9/16/2018
554, viyne, NA, 5, Yellow, 10/5/1999
555, itnep, NA, 2, Blue, 3/18/2001
556, yzprf, NA, 3, Yellow, 1/12/2010
557, vqfsp, NA, 5, Red, 6/7/2008
558, wgwfo, NA, 5, Blue, 10/21/1997
559, zcfta, NA, 4, Yellow, 10/4/1997
560, yfkbj, NA, 1, Green, 9/20/2019
561, fysoz, NA, 2, Green, 12/14/2009
